"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JHX6EGMS","conferencePaper","2025","Frerk, J.; Flatter, F.; Trossen, C.; Fäßer-Stock, F.; Zdrallek, M.","Estimating System Inertia in Sparsely Measured Dynamic Power Systems using Graph Neural Networks","IET. Conf. Proc.","27324494 (ISSN); 978-180705020-7 (ISBN); 978-180705035-1 (ISBN); 978-180705037-5 (ISBN); 978-183724263-4 (ISBN); 978-183724290-0 (ISBN); 978-183724291-7 (ISBN); 978-183724314-3 (ISBN); 978-183724315-0 (ISBN); 978-183724316-7 (ISBN); 978-183724323-5 (ISBN); 978-183724334-1 (ISBN); 978-183724335-8 (ISBN); 978-183724527-7 (ISBN); 978-183724684-7 (ISBN); 978-183724685-4 (ISBN); 978-183724700-4 (ISBN); 978-183724701-1 (ISBN); 978-183724702-8 (ISBN); 978-183724703-5 (ISBN); 978-183724704-2 (ISBN); 978-183724705-9 (ISBN); 978-183724725-7 (ISBN); 978-183724726-4 (ISBN); 978-183724727-1 (ISBN); 978-183724729-5 (ISBN); 978-183724732-5 (ISBN); 978-183724733-2 (ISBN); 978-183724991-6 (ISBN)","","10.1049/icp.2025.1529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105027377885&doi=10.1049%2Ficp.2025.1529&partnerID=40&md5=2c31601ef14656afd351f6d15c043703","2025","2026-03-20 01:23:18","2026-03-20 01:23:18","","492-496","","14","2025","","","","","","","","Institution of Engineering and Technology","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IET Conference Proceedings","","","","","","","","","","","","","","",""
"MG7B8JMI","conferencePaper","2020","Fusco, F.; Eck, B.; Gormally, R.; Purcell, M.; Tirupathi, S.","Knowledge- And Data-driven Services for Energy Systems using Graph Neural Networks","Proc. - IEEE Int. Conf. Big Data, Big Data","9781728162515 (ISBN)","","10.1109/BigData50022.2020.9377845","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103847224&doi=10.1109%2FBigData50022.2020.9377845&partnerID=40&md5=459502c57d228ebd134b790964ce4035","2020","2026-03-20 01:23:18","2026-03-20 01:23:18","","1301-1308","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#data-management; #done","","Wu, X.; Jermaine, C.; Xiong, L.; Hu, X.T.; Kotevska, O.; Lu, S.; Xu, W.; Aluru, S.; Zhai, C.; Al-Masri, E.; Chen, Z.; Saltz, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 2020 IEEE International Conference on Big Data, Big Data 2020","","","","","","","","","","","","","","",""
"8VLXWN77","preprint","2021","Fusco, Francesco; Eck, Bradley; Gormally, Robert; Purcell, Mark; Tirupathi, Seshu","Knowledge- and Data-driven Services for Energy Systems using Graph Neural Networks","","","","10.48550/arXiv.2103.07248","http://arxiv.org/abs/2103.07248","2021-03-12","2026-03-20 01:23:18","2026-03-20 01:23:18","2024-04-18 10:54:46","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","","#data-management; #done","","","","","","","","","","","","","","","","","","","","arXiv:2103.07248","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99NIKXQU","journalArticle","2023","Ganjouri, M.; Moattari, M.; Forouzantabar, A.; Azadi, M.","Spatial-temporal learning structure for short-term load forecasting","IET Generation, Transmission and Distribution","","17518687 (ISSN)","10.1049/gtd2.12684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143894086&doi=10.1049%2fgtd2.12684&partnerID=40&md5=17423066d04adbbce9774c9afd3a8466","2023","2026-03-20 01:23:18","2026-03-20 01:23:18","","427-437","","2","17","","IET Gener. Transm. Distrib.","","","","","","John Wiley and Sons Inc","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TA4ZNHV3","conferencePaper","2023","Gao, L.; Wei, L.; Li, S.; Fang, J.; Ai, X.; Cui, S.","A Graph Reinforcement Learning Algorithm for Unit Commitment","IEEE Conf. Energy Internet Energy Syst. Integr., EI2","9798350345094 (ISBN)","","10.1109/EI259745.2023.10512629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194193662&doi=10.1109%2FEI259745.2023.10512629&partnerID=40&md5=386f3feeee2b9787c1e95f23f7dc39f0","2023","2026-03-20 01:23:18","2026-03-20 01:23:18","","240-245","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PWINDSQB","preprint","2024","Gao, Liqian; Fang, Jiakun; Ai, Xiaomeng; Wei, Lishen; Cui, Shichang; Yao, Wei; Wen, Jinyu","A Topology-Guided Learning Framework for Security-Constraint Unit Commitment","","","","10.2139/ssrn.4718365","https://papers.ssrn.com/abstract=4718365","2024-02-06","2026-03-20 01:23:18","2026-03-20 01:23:18","2024-08-13 14:01:16","","","","","","","","","","","","","Rochester, NY","en","","SSRN Scholarly Paper","","","Social Science Research Network","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","4718365","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5RLS8IDC","journalArticle","2024","Gao, Maosheng; Yu, Juan; Yang, Zhifang; Zhao, Junbo","Physics Embedded Graph Convolution Neural Network for Power Flow Calculation Considering Uncertain Injections and Topology","IEEE Transactions on Neural Networks and Learning Systems","","2162-237X, 2162-2388","10.1109/TNNLS.2023.3287028","https://ieeexplore.ieee.org/document/10176302/","2024","2026-03-20 01:23:18","2026-03-20 01:23:18","2024-04-25 10:51:05","1-12","","","","","IEEE Trans. Neural Netw. Learning Syst.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPWR32Z9","journalArticle","2025","Gao, Y.; Zhang, Z.; Meng, K.; Liu, W.; Gao, R.","Graph reinforcement learning for real-time dynamic reconfiguration and fault management in energy storage networks","Journal of Energy Storage","","2352152X (ISSN)","10.1016/j.est.2025.116833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004814163&doi=10.1016%2Fj.est.2025.116833&partnerID=40&md5=900b206dffecb82a3bacd186de960452","2025","2026-03-20 01:23:18","2026-03-20 01:23:18","","","","","125","","J. Energy Storage","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"232TZV5K","journalArticle","2023","Gao, Z.; Li, Z.; Xu, L.; Yu, J.","Dynamic adaptive spatio-temporal graph neural network for multi-node offshore wind speed forecasting","Applied Soft Computing","","15684946 (ISSN)","10.1016/j.asoc.2023.110294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152935535&doi=10.1016%2fj.asoc.2023.110294&partnerID=40&md5=437dc638ea27ab6e64856cd01def05ce","2023-07","2026-03-20 01:23:18","2026-03-20 01:23:18","","110294","","","141","","Applied Soft Computing","","","","","","Elsevier Ltd","","English","","","Scopus","","DOI.org (Crossref)","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I6RSI6P4","conferencePaper","2023","Gautam, P.; Sreejith, A.; Natarajan, B.","A Transductive Graph Neural Network learning for Grid Resilience Analysis","2023 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","9781665455541 (ISBN)","","10.1109/SmartGridComm57358.2023.10333912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180755379&doi=10.1109%2fSmartGridComm57358.2023.10333912&partnerID=40&md5=982df0e481593c79a0367e7920ba5e5f","2023-10","2026-03-20 01:23:18","2026-03-20 01:23:18","2023-10-31","1-6","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","IEEE Xplore","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14th IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids, SmartGridComm 2023","","","","","","","","","","","","","","",""
"8WQVWGZM","conferencePaper","2024","Ge, J.; Wu, D.","A Novel Intelligence Analysis Method Based on Graph Convolutional Neural Networks for Online Security of Power Distribution Networks","Int. Forum Electr. Eng. Autom., IFEEA","9798331516611 (ISBN)","","10.1109/IFEEA64237.2024.10878514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000523100&doi=10.1109%2FIFEEA64237.2024.10878514&partnerID=40&md5=2b7700e1e95b4d54f06e1928788fdf63","2024","2026-03-20 01:23:18","2026-03-20 01:23:18","","550-554","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMIXKSJR","journalArticle","2025","Ge, X.; Peng, L.; Yang, Y.; Qin, C.; Chen, J.; Liu, H.; Li, Z.","STGATN: a wind speed forecasting method based on geospatial dependency","International Journal of Digital Earth","","17538955 (ISSN); 17538947 (ISSN)","10.1080/17538947.2025.2496794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003994054&doi=10.1080%2F17538947.2025.2496794&partnerID=40&md5=aa668162d3c84a26801421939a143309","2025","2026-03-20 01:23:18","2026-03-20 01:23:18","","","","1","18","","Int. J. Digit. Earth","","","","","","Taylor and Francis Ltd.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S48SGQVJ","journalArticle","2025","Ghamizi, S.; Cao, J.; Ma, A.; Rodríguez, P.","PowerFlowMultiNet: Multigraph Neural Networks for Unbalanced Three-Phase Distribution Systems","IEEE Transactions on Power Systems","","08858950 (ISSN)","10.1109/TPWRS.2024.3465088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197681891&doi=10.1109%2FTPWRS.2024.3465088&partnerID=40&md5=2d3454a3cde807f87882a21fcdf5e74e","2025","2026-03-20 01:23:18","2026-03-20 01:23:18","","1148-1151","","1","40","","IEEE Trans Power Syst","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4RGX4VS","preprint","2024","Ghamizi, Salah; Bojchevski, Aleksandar; Ma, Aoxiang; Cao, Jun","SafePowerGraph: Safety-aware Evaluation of Graph Neural Networks for Transmission Power Grids","","","","10.48550/arXiv.2407.12421","http://arxiv.org/abs/2407.12421","2024-07-17","2026-03-20 01:23:18","2026-03-20 01:23:18","2025-04-04 10:22:25","","","","","","","SafePowerGraph","","","","","arXiv","","","","","","","arXiv.org","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","arXiv:2407.12421","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LARLEKCN","preprint","2024","Ghamizi, Salah; Cao, Jun; Ma, Aoxiang; Rodriguez, Pedro","PowerFlowMultiNet: Multigraph Neural Networks for Unbalanced Three-Phase Distribution Systems","","","","10.48550/arXiv.2403.00892","http://arxiv.org/abs/2403.00892","2024-03-12","2026-03-20 01:23:18","2026-03-20 01:23:18","2024-05-08 19:37:16","","","","","","","PowerFlowMultiNet","","","","","arXiv","","","","","","","arXiv.org","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","arXiv:2403.00892","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9XETLASC","conferencePaper","2024","Ghamizi, Salah; Ma, Aoxiang; Cao, Jun; Rodriguez Cortes, Pedro","OPF-HGNN: Generalizable Heterogeneous Graph Neural Networks for AC Optimal Power Flow","2024 IEEE Power & Energy Society General Meeting (PESGM)","979-8-3503-8183-2","","10.1109/PESGM51994.2024.10688560","https://ieeexplore.ieee.org/document/10688560/","2024-07-21","2026-03-20 01:23:18","2026-03-20 01:23:18","2024-11-14 14:53:07","1-5","","","","","","OPF-HGNN","","","","","IEEE","Seattle, WA, USA","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE Power & Energy Society General Meeting (PESGM)","","","","","","","","","","","","","","",""
"F35E62D9","journalArticle","2025","Ghosh, R.","Neural Koopman forecasting for critical transitions in infrastructure networks","Intelligent Systems with Applications","","26673053 (ISSN)","10.1016/j.iswa.2025.200575","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014520257&doi=10.1016%2Fj.iswa.2025.200575&partnerID=40&md5=c144f9a4ffb248120e234549f85a6fc3","2025","2026-03-20 01:23:18","2026-03-20 01:27:32","2026-03-20 00:42:28","200575","","","27","","Intell. Syst. Applications.","","","","","","Elsevier B.V.","","English","","","Scopus","","DOI.org (Crossref)","","","#done; Graph neural networks; Forecasting; Stochastic systems; Data driven; Flow graphs; Criticality (nuclear fission); Dynamics; Real time systems; Eigenvalues and eigenfunctions; Koopman operator; Infrastructure networks; Dynamical systems; Stochastic control systems; Public works; Critical infrastructures; Criticality; Long-term forecasting; Networks evolutions; Neural control; Nonlinear systems; Operator learning; Stochastic networks; #RecommendXiao; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLWXFVS4","journalArticle","2024","Giamarelos, N.; Zois, E.N.","Boosting short term electric load forecasting of high & medium voltage substations with visibility graphs and graph neural networks","Sustainable Energy, Grids and Networks","","23524677 (ISSN)","10.1016/j.segan.2024.101304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185391798&doi=10.1016%2fj.segan.2024.101304&partnerID=40&md5=6b12a966bf4c6de28ba7131b1224662c","2024-06","2026-03-20 01:23:18","2026-03-20 01:23:18","","101304","","","38","","Sustainable Energy, Grids and Networks","","","","","","Elsevier Ltd","","English","","","Scopus","","DOI.org (Crossref)","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7X5Y6BBL","conferencePaper","2025","Godhade, S.; Singh, P.; Kumar, J.","Design of an improved model for real-time fault detection and localization using hybrid transformer-CNN and graph neural networks","Int. Conf. Microw., Antenna Commun., MAC","9798331503680 (ISBN)","","10.1109/MAC64480.2025.11139887","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016681139&doi=10.1109%2FMAC64480.2025.11139887&partnerID=40&md5=02ea33f6baaa2172bd693c7c93766b3e","2025","2026-03-20 01:23:18","2026-03-20 01:23:18","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FDBCRV4U","journalArticle","2024","Gomathi, S.; Kannan, E.; Carmel Mary Belinda, M.J.; Giri, J.; Nagaraju, V.; Aravind Kumar, J.; Praveenkumar, T.R.","Solar energy prediction with synergistic adversarial energy forecasting system (Solar-SAFS): Harnessing advanced hybrid techniques","Case Studies in Thermal Engineering","","2214157X (ISSN)","10.1016/j.csite.2024.105197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206100468&doi=10.1016%2Fj.csite.2024.105197&partnerID=40&md5=30d22e06d63a71489dc73d0c8acfa620","2024","2026-03-20 01:23:18","2026-03-20 01:23:18","","","","","63","","Case Stud. Therm. Eng.","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZC9XVVX5","conferencePaper","2024","Gori, L.; Verosimile, A.; Damiani, A.; Santambrogio, M.D.; Soldan, F.; Bionda, E.; Tornelli, C.","Fast Voltage Estimation on MV Distribution Networks Through a Machine Learning Hybrid","IEEE Int. Forum Res. Technol. Soc. Ind. Innov., RTSI - Proceeding","9798350362138 (ISBN)","","10.1109/RTSI61910.2024.10761306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213816201&doi=10.1109%2FRTSI61910.2024.10761306&partnerID=40&md5=db9162d26be83d23fa7054761424e160","2024","2026-03-20 01:23:18","2026-03-20 01:23:18","","160-165","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
